R,S,T,I_R,I_S,I_T,Kondisi
221.54,221.14,221.49,1.13,1.11,1.11,0
226.21,229.16,229.2,0.87,1.11,1.02,1
232.23,220.78,224.82,0.96,1.22,1.5,1
216.14,234.25,217.86,1.4,1.15,1.06,1
212.88,221.65,211.42,1.36,0.88,1.44,1
223.02,223.95,223.17,1.08,1.07,1.06,0
218.21,217.95,221.04,1.39,0.85,1.46,1
223.94,224.07,223.85,1.13,1.14,1.14,0
214.36,213.3,216.43,1.28,1.42,1.2,1
219.45,221.1,220.59,1.1,1.1,1.1,0
232.41,230.02,234.52,1.0,1.27,0.95,1
222.44,223.18,223.65,1.02,1.02,1.03,0
220.93,220.68,221.19,1.04,1.05,1.05,0
222.8,222.14,222.05,1.06,1.06,1.06,0
224.07,223.13,223.29,1.13,1.16,1.16,0
221.49,220.12,219.85,1.12,1.1,1.11,0
210.41,212.32,219.18,0.92,1.16,1.33,1
220.48,220.26,220.65,1.19,1.2,1.19,0
228.3,228.72,216.04,0.9,0.82,1.46,1
222.75,231.98,225.05,1.01,1.43,1.36,1
223.69,222.49,223.76,1.13,1.16,1.15,0
222.78,222.1,221.52,1.09,1.08,1.1,0
220.32,220.53,221.35,1.05,1.06,1.06,0
224.67,214.45,233.16,1.15,1.2,1.11,1
223.79,223.54,225.36,1.16,1.16,1.14,0
224.5,223.49,223.12,1.13,1.1,1.11,0
213.34,234.75,234.78,1.2,0.93,0.85,1
225.01,223.33,224.3,1.14,1.13,1.15,0
221.16,221.97,222.75,1.02,1.01,1.0,0
228.9,216.3,211.98,1.01,0.87,0.9,1
216.84,218.57,216.26,0.82,1.08,1.31,1
231.78,210.5,220.72,1.36,1.26,0.94,1
231.29,210.51,213.03,1.41,1.29,1.45,1
214.4,213.41,222.63,1.38,1.31,0.9,1
223.31,223.1,222.51,1.07,1.04,1.03,0
221.82,222.58,222.38,1.17,1.17,1.17,0
222.96,222.97,221.83,1.15,1.14,1.15,0
220.32,220.82,221.27,1.15,1.12,1.15,0
227.13,226.64,212.27,1.4,0.86,1.25,1
220.59,216.29,210.38,1.2,1.22,1.12,1
216.0,215.41,230.54,1.0,1.48,1.34,1
226.07,213.98,231.83,1.27,1.14,1.0,1
222.62,222.63,221.94,1.14,1.17,1.17,0
222.71,224.06,224.35,1.07,1.08,1.07,0
222.76,222.72,224.07,1.09,1.08,1.09,0
222.4,222.05,223.37,1.06,1.04,1.05,0
231.9,224.41,217.26,1.21,0.95,1.29,1
217.72,234.19,234.34,1.32,0.94,1.34,1
216.38,220.71,213.1,1.15,0.83,1.44,1
229.52,230.25,227.34,1.17,1.43,1.49,1
222.26,214.78,230.54,1.32,1.49,1.23,1
226.94,219.27,232.79,1.06,0.82,0.9,1
224.53,215.39,225.07,1.22,1.04,1.33,1
222.01,221.41,221.9,1.06,1.07,1.09,0
219.74,219.9,220.64,1.19,1.2,1.17,0
233.11,226.59,229.26,1.16,1.32,1.1,1
226.13,214.91,227.46,1.18,0.92,0.85,1
222.85,222.46,222.67,1.2,1.19,1.18,0
231.95,212.37,230.4,1.02,0.85,1.42,1
212.77,218.49,234.79,0.93,1.23,1.48,1
221.94,222.82,221.44,1.1,1.12,1.12,0
221.95,221.04,221.14,1.18,1.19,1.22,0
221.49,220.79,220.58,1.1,1.09,1.12,0
215.59,234.93,223.26,1.29,0.87,0.83,1
220.73,220.98,219.12,0.99,1.0,1.01,0
217.13,220.2,221.81,1.1,1.48,0.91,1
221.06,221.36,221.64,0.99,1.0,0.99,0
213.96,216.63,220.57,0.93,0.89,1.02,1
218.31,218.31,218.45,1.46,1.2,0.9,1
220.64,219.78,220.31,1.04,1.04,1.03,0
224.64,225.66,224.45,1.07,1.04,1.04,0
224.91,210.47,227.0,1.44,1.16,1.49,1
222.13,221.58,222.54,1.0,1.01,1.03,0
224.23,224.32,224.33,1.12,1.11,1.1,0
223.05,222.03,221.89,1.13,1.13,1.1,0
225.7,223.9,225.73,1.13,1.12,1.13,0
224.15,223.08,223.09,1.04,1.05,1.01,1
222.31,222.42,211.36,1.35,1.09,0.9,1
221.05,220.16,220.62,1.15,1.15,1.13,0
224.84,224.47,224.74,1.04,1.01,1.02,0
222.12,218.83,220.88,1.39,0.8,1.4,1
233.97,227.14,212.6,1.05,1.05,0.92,1
227.43,211.78,230.82,1.1,1.03,0.95,1
220.96,219.6,219.7,1.02,1.02,1.0,0
221.64,223.21,222.61,1.0,1.01,1.04,1
225.39,224.87,224.23,1.07,1.08,1.06,0
222.43,222.74,223.05,1.14,1.11,1.12,0
217.62,228.33,228.5,0.94,1.41,1.47,1
223.16,225.49,215.97,1.21,1.24,1.19,1
219.75,221.62,229.19,1.18,1.47,1.15,1
224.27,223.97,224.37,1.19,1.19,1.17,0
225.11,224.95,224.4,1.03,1.02,1.05,0
225.17,224.9,224.88,1.15,1.18,1.16,0
224.43,224.8,224.95,0.99,1.02,1.0,1
231.0,226.61,210.82,1.2,0.84,1.1,1
222.52,223.12,221.85,1.17,1.17,1.18,0
215.21,218.34,219.27,1.34,1.16,1.27,1
221.11,220.66,221.25,1.18,1.17,1.18,0
233.63,224.56,224.81,0.82,0.82,1.37,1
222.63,223.37,224.05,1.06,1.04,1.06,0
216.23,218.34,218.94,1.19,0.9,1.24,1
210.42,210.84,212.56,0.89,1.3,1.34,1
226.02,234.07,234.97,1.44,1.11,1.02,1
224.79,232.64,230.32,0.88,1.12,1.24,1
213.12,222.92,227.86,1.33,1.34,1.41,1
222.68,222.18,222.06,1.09,1.11,1.11,0
222.41,222.89,222.75,1.18,1.16,1.16,0
229.92,214.2,224.66,1.2,1.4,1.07,1
217.49,223.61,217.55,1.11,0.99,0.91,1
219.04,211.88,213.53,0.97,0.96,1.22,1
210.54,232.67,217.71,1.44,1.48,1.27,1
223.34,222.88,232.97,1.23,1.09,1.22,1
220.12,219.85,219.86,1.05,1.04,1.05,0
219.28,233.1,232.54,1.39,1.28,1.2,1
223.7,224.48,224.83,1.13,1.12,1.13,0
222.93,221.44,222.49,1.03,1.04,1.06,0
224.49,219.79,217.62,0.97,1.26,1.16,1
220.78,221.01,221.52,1.06,1.03,1.06,0
222.62,221.96,221.55,1.11,1.09,1.11,0
225.06,224.05,225.15,1.16,1.13,1.15,0
220.39,221.19,221.89,1.09,1.1,1.11,0
215.75,228.96,211.13,1.18,0.97,1.25,1
222.77,223.22,221.44,1.05,1.04,1.03,0
225.25,224.94,223.99,1.12,1.12,1.11,0
220.01,213.13,222.84,1.22,1.15,1.44,1
232.55,219.02,225.11,1.31,0.83,1.22,1
232.88,225.22,212.33,1.12,1.38,0.82,1
218.52,216.18,219.28,1.3,0.85,0.9,1
222.34,211.9,220.87,0.87,1.5,1.38,1
212.62,217.37,213.12,0.84,1.2,1.16,1
227.86,219.9,210.58,1.33,1.3,1.12,1
211.26,214.46,223.89,1.25,0.83,1.01,1
225.96,230.91,213.34,0.95,1.33,1.43,1
222.33,222.26,221.25,1.07,1.09,1.08,0
222.97,222.46,222.07,1.05,1.02,1.05,0
222.44,223.55,222.57,1.1,1.08,1.06,0
216.36,225.49,222.75,1.24,1.03,1.37,1
224.32,223.96,224.99,1.1,1.07,1.08,0
219.35,220.09,221.12,1.16,1.16,1.18,0
217.92,222.42,230.28,1.27,1.03,1.49,1
229.29,223.57,231.19,1.1,1.24,1.29,1
232.08,220.21,234.63,0.85,1.46,0.85,1
221.74,222.16,223.13,1.08,1.08,1.05,1
221.46,234.56,213.76,0.83,1.19,0.81,1
212.92,224.66,226.69,1.29,1.38,1.12,1
223.85,222.59,223.31,1.06,1.07,1.06,0
221.99,231.92,234.65,1.27,1.11,1.47,1
210.49,213.2,233.93,1.12,1.32,1.5,1
218.54,213.9,231.2,1.37,1.03,0.95,1
224.29,223.15,224.05,1.03,1.01,1.0,0
224.58,224.19,224.43,1.0,1.02,1.01,0
222.33,221.52,222.07,1.21,1.21,1.19,0
221.58,221.45,222.04,1.21,1.19,1.19,0
222.32,212.2,223.7,1.0,0.89,1.26,1
219.47,221.3,220.89,1.13,1.14,1.15,0
222.01,221.17,220.77,1.1,1.09,1.11,0
220.93,221.75,222.35,1.11,1.1,1.11,0
220.39,221.47,221.4,1.08,1.09,1.11,0
221.72,222.44,222.45,1.09,1.08,1.07,0
223.73,224.78,224.17,1.15,1.16,1.16,0
222.31,221.51,223.07,1.04,1.04,1.04,0
219.7,218.2,227.0,1.4,0.93,1.09,1
227.03,232.19,214.97,1.37,0.96,1.26,1
220.58,225.49,222.97,0.92,0.86,1.21,1
234.5,230.91,222.51,0.9,0.83,1.41,1
225.82,225.84,224.03,1.13,1.13,1.16,0
221.12,220.82,220.66,1.02,0.99,1.0,0
227.62,226.12,222.53,0.84,1.1,1.05,1
224.55,213.3,211.67,0.93,0.9,0.83,1
213.49,223.46,224.2,1.29,1.02,1.12,1
222.95,224.41,223.32,1.07,1.11,1.08,0
221.64,221.85,222.04,1.08,1.11,1.08,0
234.04,227.21,214.17,0.86,1.1,1.23,1
223.05,223.73,222.21,1.09,1.09,1.09,0
218.5,216.41,234.25,1.22,0.82,1.09,1
214.63,227.91,234.69,1.32,0.92,1.09,1
219.68,230.84,211.17,0.86,1.49,1.19,1
234.17,230.27,229.96,1.37,1.44,1.46,1
223.79,223.8,223.08,1.03,1.05,1.05,0
223.27,222.91,221.9,1.16,1.16,1.14,0
225.94,219.67,213.52,0.81,1.24,1.41,1
223.0,222.17,221.35,1.17,1.2,1.17,0
230.65,229.08,221.42,0.85,1.04,1.29,1
232.48,227.88,210.66,1.47,1.1,1.1,1
211.8,215.29,231.14,1.42,1.01,1.12,1
224.76,233.3,210.74,1.1,1.25,0.91,1
224.74,223.46,223.76,1.18,1.16,1.18,0
217.35,231.63,218.47,1.07,1.03,1.45,1
221.81,221.49,222.49,0.99,1.01,1.01,0
232.34,220.46,229.12,1.44,1.45,1.32,1
222.65,222.63,222.81,1.09,1.1,1.1,0
225.09,222.88,231.64,1.3,1.14,1.07,1
224.33,223.29,225.19,1.01,1.02,1.01,0
214.4,224.38,227.72,0.87,1.09,1.3,1
215.28,213.65,233.77,1.03,1.15,1.21,1
232.78,210.01,215.68,1.44,1.28,1.1,1
233.33,219.94,225.59,1.19,1.07,1.49,1
221.16,221.28,221.67,1.0,1.02,1.02,0
230.01,214.28,214.03,1.03,1.16,1.17,1
223.83,225.51,225.3,1.09,1.1,1.11,0
220.85,221.3,220.91,1.06,1.06,1.07,0
221.89,220.87,220.86,1.01,1.01,1.02,0
222.0,221.5,221.79,1.08,1.1,1.08,0
223.32,224.6,224.87,1.01,1.03,1.02,0
211.63,224.89,222.55,1.2,1.49,1.13,1
224.18,225.59,224.64,1.18,1.18,1.17,0
221.26,221.02,220.04,1.2,1.19,1.19,0
219.25,221.08,219.91,1.07,1.1,1.07,0
217.68,221.48,214.23,0.93,0.83,0.89,1
225.75,224.44,225.62,1.13,1.14,1.14,0
220.14,221.02,220.23,1.12,1.1,1.12,0
223.01,224.49,224.22,1.04,1.02,1.03,0
220.79,219.74,219.83,1.16,1.16,1.15,0
234.1,230.28,227.49,1.22,0.93,0.87,1
217.16,226.45,212.22,1.33,1.0,0.9,1
223.2,223.25,222.76,1.13,1.13,1.14,0
215.05,216.75,229.35,1.14,1.29,1.08,1
220.07,219.43,212.54,0.89,1.18,1.47,1
216.07,228.43,231.26,1.4,1.43,0.98,1
223.27,222.16,222.47,1.15,1.17,1.18,0
220.13,220.65,219.51,1.16,1.15,1.17,0
214.2,226.67,214.22,1.15,0.99,0.84,1
221.67,222.69,221.49,1.18,1.18,1.2,0
221.31,222.09,222.74,1.03,1.03,1.02,0
222.36,222.65,222.77,1.14,1.15,1.13,0
222.49,221.52,221.58,1.11,1.11,1.09,0
217.41,234.85,227.05,1.27,1.04,0.89,1
225.98,210.78,214.07,1.32,0.82,0.99,1
218.87,215.75,216.88,1.39,0.87,0.83,1
223.08,231.78,214.73,1.47,1.28,0.86,1
219.16,232.01,221.29,1.23,1.0,1.18,1
224.17,224.28,224.45,1.08,1.06,1.08,0
217.57,218.4,213.36,1.23,0.81,0.86,1
223.81,222.16,222.64,1.05,1.04,1.02,0
230.55,229.44,211.9,1.1,1.44,1.04,1
233.32,210.15,225.42,1.02,1.14,1.09,1
222.45,222.52,221.78,1.03,1.02,1.04,0
228.38,211.82,217.21,1.01,1.22,1.45,1
219.86,216.49,232.22,1.38,1.45,1.16,1
219.18,220.63,220.03,1.02,1.03,1.03,0
215.56,218.71,219.38,0.84,0.94,0.83,1
222.37,221.63,221.97,1.03,1.02,1.05,0
211.1,234.94,227.1,1.18,0.85,1.34,1
219.4,220.02,219.53,1.11,1.1,1.11,0
225.15,224.84,225.86,1.04,1.04,1.05,0
213.06,213.8,220.68,1.34,0.95,0.87,1
225.3,224.97,225.26,1.2,1.18,1.21,0
223.43,223.56,222.91,1.16,1.18,1.19,0
219.25,227.25,228.62,0.85,1.11,1.21,1
225.67,234.21,227.02,1.26,1.22,1.22,0
220.46,221.8,220.98,1.18,1.17,1.15,0
221.9,222.76,223.28,1.02,1.02,1.05,0
222.43,222.12,221.1,1.13,1.14,1.13,0
224.06,224.66,225.06,1.09,1.1,1.1,0
221.07,221.56,221.59,1.09,1.07,1.08,0
229.91,215.38,234.23,1.37,1.06,1.28,1
224.22,221.04,218.03,1.17,1.0,1.21,1
210.55,220.09,223.54,1.16,1.14,1.48,1
224.59,223.79,224.43,1.14,1.14,1.16,0
217.87,213.93,223.25,1.35,1.38,1.5,1
210.02,219.51,221.07,0.86,1.05,1.48,1
220.61,221.35,221.76,1.17,1.17,1.2,0
228.87,227.73,212.38,1.22,1.39,0.98,1
222.93,223.25,223.49,1.14,1.14,1.13,0
226.7,221.53,234.77,0.84,1.42,1.24,1
224.33,223.76,225.31,1.05,1.04,1.05,0
224.16,223.95,224.5,1.2,1.2,1.19,0
222.6,223.85,222.83,1.06,1.07,1.08,0
224.96,224.23,224.48,1.11,1.11,1.11,0
221.01,220.91,219.63,1.04,1.06,1.05,0
210.57,227.0,221.37,1.48,0.95,1.04,1
221.68,215.56,231.61,1.46,1.44,1.3,1
221.46,230.91,221.44,1.09,1.31,1.04,1
210.88,232.95,221.31,0.89,1.03,1.07,1
222.39,222.97,222.05,1.21,1.21,1.2,0
231.19,218.93,216.64,0.82,0.86,1.39,1
222.87,222.66,223.41,1.03,1.02,1.03,0
229.45,234.03,217.69,1.1,1.28,1.43,1
210.93,216.32,228.71,1.37,1.41,1.13,1
228.87,221.55,234.39,1.14,1.02,1.07,1
210.66,231.16,232.33,1.07,1.29,1.25,1
225.11,225.62,225.06,1.09,1.1,1.1,0
210.56,222.61,210.33,1.21,0.87,0.9,1
232.51,226.13,232.39,1.15,1.15,1.37,1
222.63,221.46,222.46,1.02,1.05,1.04,0
224.3,223.45,225.16,1.07,1.09,1.07,0
222.17,222.03,221.29,1.0,1.03,1.03,0
232.82,217.31,228.49,1.45,0.99,1.08,1
210.72,210.95,213.53,1.31,1.31,1.2,1
219.8,219.63,220.1,1.19,1.19,1.18,0
234.28,224.98,222.11,1.06,1.42,0.88,1
234.82,214.93,226.81,1.11,1.29,1.24,1
226.37,228.28,214.26,1.33,1.39,0.95,1
218.33,226.3,222.64,1.35,1.26,0.83,1
220.42,227.82,232.21,1.22,0.97,1.27,1
222.72,222.54,222.65,1.2,1.21,1.19,0
223.21,223.03,222.54,1.17,1.18,1.17,0
230.35,210.62,232.14,1.27,1.09,1.07,1
225.25,224.19,224.62,1.04,1.04,1.06,0
224.59,224.79,224.71,1.11,1.12,1.13,0
217.7,215.64,216.32,1.01,1.44,0.98,1
222.65,223.36,223.13,1.17,1.17,1.17,0
225.43,225.14,225.05,1.0,1.0,1.02,0
223.65,224.41,223.63,1.17,1.16,1.17,0
232.51,218.24,211.1,0.97,0.99,1.04,1
220.65,220.7,222.17,1.04,1.05,1.04,0
219.01,211.45,228.08,1.22,1.05,1.11,1
220.75,219.3,220.3,1.08,1.08,1.09,0
224.44,222.64,223.56,1.14,1.13,1.13,0
234.39,231.8,218.26,0.94,0.96,1.0,1
221.56,221.93,222.25,1.2,1.17,1.18,0
219.11,230.43,223.89,1.24,1.3,0.92,1
220.34,219.51,220.59,1.05,1.05,1.06,0
221.64,220.09,220.26,1.08,1.05,1.04,1
223.19,223.61,223.26,1.07,1.09,1.09,0
234.54,220.62,232.02,0.84,1.02,0.94,1
223.0,223.61,222.8,1.15,1.16,1.14,0
222.5,221.04,222.23,1.16,1.12,1.14,0
222.79,223.69,222.88,1.09,1.09,1.11,0
224.52,229.74,211.42,1.26,0.95,1.4,1
224.38,222.92,223.14,1.15,1.16,1.16,0
215.08,215.57,225.59,1.35,0.81,0.98,1
226.5,223.67,221.16,1.3,1.17,1.44,1
219.59,220.1,219.78,1.14,1.13,1.1,0
223.97,224.7,224.5,1.08,1.05,1.06,0
222.95,222.48,222.22,1.09,1.1,1.12,0
225.29,224.01,224.04,1.08,1.1,1.1,0
221.49,221.99,221.92,1.17,1.15,1.16,0
220.99,220.49,220.36,1.08,1.08,1.05,0
225.31,227.67,224.86,0.93,1.09,0.88,1
223.72,222.27,222.9,1.11,1.11,1.1,0
222.67,221.0,221.91,1.18,1.19,1.19,0
221.15,221.94,221.56,1.17,1.16,1.17,0
221.53,220.58,220.04,1.2,1.19,1.18,0
220.91,225.17,218.29,1.22,1.08,1.39,1
230.73,233.59,210.11,0.81,0.83,1.19,1
212.15,220.64,231.73,0.88,0.96,1.39,1
225.39,234.44,220.32,1.24,0.88,1.15,1
210.83,234.49,210.74,1.01,1.12,1.22,1
225.22,225.42,225.21,1.15,1.17,1.14,0
221.69,222.29,221.88,1.19,1.17,1.2,0
220.86,219.96,221.5,1.06,1.05,1.06,0
213.92,213.88,228.63,1.27,1.38,0.8,1
219.59,219.45,219.76,1.18,1.2,1.2,0
213.91,220.05,217.71,1.02,1.29,1.29,1
224.04,223.21,224.31,1.12,1.1,1.11,0
221.14,221.02,219.83,1.1,1.09,1.08,0
232.14,220.27,234.02,1.32,1.3,1.36,1
228.35,231.44,227.59,0.8,1.4,1.01,1
225.24,219.47,217.27,1.24,1.37,1.4,1
221.47,221.81,222.55,1.1,1.1,1.08,0
229.14,230.29,221.77,1.1,0.81,1.24,1
215.39,222.49,217.75,1.42,1.05,1.46,1
225.41,223.97,224.97,1.17,1.18,1.18,0
219.83,229.6,228.93,1.47,1.33,1.32,1
221.2,221.01,232.67,1.0,1.06,0.85,1
215.2,228.22,230.37,1.08,1.26,0.88,1
220.09,234.64,223.93,1.26,0.86,1.33,1
213.53,225.65,217.58,1.17,1.1,0.82,1
223.54,223.36,223.04,1.22,1.2,1.22,0
223.33,223.75,223.44,1.14,1.17,1.18,0
233.57,213.76,221.13,1.26,1.41,1.34,1
219.52,218.94,226.1,1.2,0.8,1.28,1
221.59,221.51,221.84,1.09,1.07,1.09,0
222.42,223.26,222.25,1.2,1.18,1.18,0
220.11,220.91,221.02,1.11,1.15,1.13,0
218.56,219.75,212.79,0.89,1.36,0.99,1
224.85,223.85,224.51,1.09,1.1,1.11,0
228.44,224.73,221.52,0.85,1.21,0.8,1
223.28,223.95,223.54,1.2,1.21,1.21,0
220.8,221.38,220.34,1.12,1.12,1.12,0
221.18,221.34,220.74,1.06,1.08,1.09,0
226.7,213.5,228.96,0.93,1.35,0.85,1
223.94,223.89,224.19,1.17,1.15,1.16,0
224.25,224.89,224.64,1.03,1.01,1.02,0
232.4,210.88,217.91,1.01,1.47,1.41,1
224.48,223.73,224.93,1.06,1.06,1.05,0
224.11,223.95,224.68,1.01,0.99,1.01,0
215.81,216.6,212.04,1.44,1.0,1.01,1
224.4,223.73,224.89,1.08,1.06,1.07,0
215.3,227.54,220.07,1.42,1.32,1.26,1
214.44,220.92,215.93,1.33,1.18,0.94,1
219.97,221.01,220.53,1.03,1.05,1.03,0
230.02,218.13,234.94,1.45,1.15,0.99,1
222.41,230.92,234.79,1.21,0.89,1.2,1
222.57,222.56,222.95,1.07,1.06,1.05,0
226.74,222.52,229.48,1.31,1.2,1.22,1
221.74,222.07,221.22,1.11,1.11,1.08,0
223.13,223.11,224.06,1.06,1.09,1.09,0
229.51,225.84,227.0,0.87,0.99,1.48,1
222.6,222.25,222.02,1.07,1.11,1.09,0
220.46,224.75,215.7,0.99,1.16,0.95,1
221.69,220.85,220.4,1.06,1.04,1.05,0
223.8,223.72,223.62,1.11,1.11,1.1,0
220.08,221.77,220.81,1.17,1.15,1.15,0
223.47,223.02,222.59,1.18,1.21,1.19,0
220.17,220.12,221.48,1.21,1.2,1.21,0
212.83,229.02,222.27,1.05,1.04,1.18,1
223.54,222.86,223.36,1.09,1.1,1.1,0
212.72,227.87,213.49,1.2,0.87,1.03,1
222.82,222.54,221.78,1.17,1.17,1.16,0
228.61,229.48,229.44,1.29,1.34,1.07,1
224.2,224.39,224.01,1.07,1.05,1.03,0
223.94,224.26,222.92,1.13,1.12,1.12,0
223.74,222.1,222.92,1.06,1.05,1.05,0
220.76,220.68,221.56,1.01,1.01,1.01,0
222.53,222.55,221.08,1.01,1.01,1.02,0
232.86,221.35,218.28,0.84,1.49,0.97,1
228.96,216.19,221.61,1.01,1.28,1.3,1
223.15,223.01,223.94,1.08,1.06,1.08,0
223.16,231.32,222.46,1.29,0.82,1.28,1
224.16,224.57,225.05,1.01,1.04,1.04,0
211.84,211.03,230.96,0.89,1.45,1.06,1
220.83,221.35,222.1,1.19,1.19,1.21,0
221.86,211.59,212.6,1.21,0.86,1.35,1
225.74,224.99,225.73,1.17,1.2,1.2,0
230.98,232.93,214.26,1.03,1.15,1.28,1
225.35,234.08,217.66,0.92,1.43,0.91,1
223.0,223.48,222.98,1.0,1.04,1.01,1
225.26,224.3,224.67,1.21,1.2,1.2,0
213.51,210.81,233.84,1.46,0.82,0.85,1
223.16,232.41,222.93,1.32,0.84,1.08,1
219.78,219.63,220.96,1.11,1.09,1.1,0
214.62,227.02,218.28,1.18,0.92,1.1,1
223.22,223.73,222.66,1.07,1.04,1.04,0
227.89,210.27,216.56,1.2,1.33,0.83,1
230.64,215.81,212.54,1.27,1.21,1.29,1
224.7,224.69,223.59,1.0,1.01,1.01,0
223.96,223.73,224.63,1.18,1.17,1.19,0
225.89,222.85,232.74,1.43,1.22,1.02,1
228.88,230.18,221.08,1.18,1.48,1.14,1
221.23,221.51,221.85,1.11,1.12,1.1,0
224.73,224.9,225.21,1.04,1.07,1.06,0
212.05,227.7,214.8,1.44,1.45,0.81,1
220.0,220.74,220.41,1.05,1.06,1.07,0
220.3,221.16,220.75,1.14,1.13,1.14,0
214.53,234.04,232.01,1.28,1.43,0.92,1
229.36,223.92,213.39,0.96,0.98,1.1,1
219.26,233.9,210.34,1.49,0.86,0.89,1
220.24,220.0,219.24,1.03,1.03,1.05,0
224.82,224.3,225.53,1.06,1.03,1.04,0
221.59,228.69,233.23,0.91,0.88,1.2,1
223.07,212.47,228.62,1.04,1.39,1.29,1
218.62,219.51,214.57,1.33,0.81,1.25,1
226.72,229.95,226.24,0.89,1.29,1.44,1
222.95,223.48,223.48,1.03,1.07,1.05,0
222.41,222.28,222.05,1.16,1.16,1.14,0
218.46,232.32,219.45,1.14,1.31,0.81,1
223.57,222.58,223.73,1.17,1.18,1.18,0
221.89,221.86,221.63,1.11,1.09,1.1,0
222.51,222.79,220.3,1.11,1.43,1.32,1
221.61,223.43,223.2,1.1,1.12,1.1,0
222.95,222.55,222.16,1.18,1.19,1.19,0
230.13,217.25,216.28,1.39,1.02,1.07,1
224.09,225.11,224.21,1.06,1.06,1.05,0
222.3,222.35,222.01,1.13,1.1,1.11,0
220.78,220.89,220.08,1.15,1.13,1.14,0
232.65,227.88,218.19,0.85,1.47,1.12,1
223.43,224.5,223.17,1.11,1.13,1.13,0
232.81,233.24,224.98,0.86,1.43,0.86,1
210.02,225.8,221.43,1.32,1.44,0.99,1
222.79,223.5,224.16,1.1,1.11,1.11,0
215.33,211.9,225.21,0.96,1.39,0.96,1
223.18,222.02,222.6,1.03,1.01,1.02,0
221.95,222.24,221.46,1.19,1.21,1.2,0
230.55,224.56,213.11,1.1,1.24,0.92,1
221.9,221.38,222.58,1.06,1.07,1.09,0
220.5,212.87,232.08,1.14,1.1,1.14,1
221.69,222.8,222.52,1.09,1.1,1.11,0
218.6,222.71,217.64,1.08,0.82,1.16,1
216.46,226.66,212.83,1.42,1.17,0.88,1
222.83,226.87,211.0,0.93,1.03,1.19,1
222.67,222.27,222.97,1.02,0.99,0.98,1
231.54,212.79,224.59,1.11,1.0,1.14,1
225.24,226.55,230.17,1.38,1.31,0.94,1
226.26,215.97,223.23,1.38,1.32,1.2,1
213.6,228.08,220.36,1.47,1.47,1.41,1
220.66,213.54,233.99,0.82,1.12,1.43,1
213.6,216.09,223.66,1.01,1.43,0.96,1
220.97,219.72,220.25,1.05,1.04,1.03,0
229.71,221.21,211.64,1.48,1.29,1.0,1
224.06,223.76,223.73,1.15,1.18,1.16,0
223.97,224.79,223.79,1.01,0.99,0.99,0
225.86,211.4,221.83,0.86,1.16,1.3,1
225.45,228.99,217.5,1.43,1.35,1.15,1
216.13,221.92,224.08,1.28,1.04,1.47,1
220.06,220.77,220.67,1.11,1.12,1.09,0
229.72,219.65,211.48,1.04,0.87,0.86,1
221.99,222.5,222.82,1.12,1.12,1.15,0
222.56,223.16,223.71,1.12,1.12,1.09,0
223.68,224.15,223.3,1.15,1.14,1.13,0
221.62,220.81,222.17,1.07,1.1,1.09,0
222.93,222.2,222.48,1.19,1.19,1.19,0
229.89,226.27,212.68,1.4,0.9,1.24,1
221.27,220.2,229.42,1.19,1.44,1.06,1
213.84,229.93,222.31,1.18,0.87,1.03,1
225.05,223.92,225.1,1.16,1.17,1.16,0
219.17,214.17,216.88,0.96,1.29,1.31,1
218.57,224.09,225.67,1.04,1.26,1.25,1
232.77,218.3,228.65,1.39,1.34,1.22,1
222.56,223.6,223.26,1.07,1.08,1.08,0
224.09,222.6,222.99,1.13,1.13,1.15,0
230.62,232.1,232.13,1.18,1.22,1.43,1
220.73,221.52,220.33,1.13,1.13,1.14,0
228.37,219.16,225.66,1.32,0.93,0.8,1
221.26,228.23,231.13,1.05,1.15,1.41,1
220.88,220.48,221.31,1.05,1.04,1.04,0
220.93,214.23,214.88,1.39,1.19,1.48,1
223.77,233.13,231.21,0.87,0.85,1.34,1
223.38,223.72,222.66,1.03,1.04,1.02,0
230.82,218.84,219.96,0.95,1.0,0.87,1
215.94,213.44,234.16,1.43,1.1,1.26,1
223.19,223.77,223.68,1.14,1.13,1.13,0
222.09,223.67,222.25,1.17,1.17,1.18,0
220.92,219.4,219.16,1.1,1.09,1.09,0
219.16,221.02,219.3,1.09,1.08,1.07,0
223.79,223.91,222.27,1.0,0.99,1.02,0
221.77,221.31,222.85,1.14,1.13,1.13,0
210.61,219.73,227.5,0.88,1.46,0.98,1
220.91,221.47,221.0,1.12,1.12,1.12,0
212.45,226.89,231.52,1.37,1.17,1.08,1
221.95,222.76,221.87,1.02,1.01,1.0,0
222.56,211.74,215.16,1.0,0.96,1.12,1
213.57,217.05,224.34,1.12,1.43,1.2,1
234.54,215.91,219.52,0.93,1.14,1.13,1
221.75,220.94,222.0,1.04,1.06,1.03,0
223.19,222.72,222.93,1.1,1.08,1.09,0
223.64,222.69,223.09,1.19,1.17,1.17,0
220.66,221.25,222.08,1.15,1.18,1.16,0
223.25,222.55,221.6,1.16,1.15,1.17,0
224.71,224.88,223.99,1.16,1.16,1.19,0
221.01,221.36,221.13,1.04,1.04,1.04,0
219.85,231.22,216.9,1.19,0.93,1.15,1
218.29,230.39,232.01,1.19,1.11,1.13,1
211.81,229.85,220.19,1.41,1.06,1.23,1
222.46,223.92,222.4,1.08,1.08,1.07,0
222.17,221.05,221.4,1.07,1.07,1.05,0
