V_R,V_S,V_T,Kondisi
265.83,220.76,216.2,1
227.99,224.39,227.33,0
209.47,47.15,226.0,1
220.8,195.6,216.11,1
68.94,230.01,224.41,1
226.38,211.69,211.76,0
224.91,213.93,19.31,1
131.66,212.87,211.44,1
224.33,210.64,169.07,1
230.13,218.62,230.95,0
222.24,216.42,262.76,1
209.61,293.62,213.89,1
211.25,210.49,213.02,0
210.34,228.15,228.02,0
19.45,222.63,210.7,1
212.32,274.69,223.54,1
184.41,225.55,217.08,1
226.85,229.96,218.24,0
223.25,219.45,212.69,0
213.82,234.81,214.4,1
130.44,225.87,227.83,1
210.21,227.94,290.77,1
214.72,222.23,219.93,0
223.68,230.65,211.22,0
226.66,210.26,255.39,1
209.55,216.35,210.34,0
212.74,222.97,210.62,0
296.16,219.16,216.25,1
215.55,256.11,209.03,1
225.18,220.53,209.44,0
218.86,226.54,213.23,0
229.23,204.31,214.08,1
215.96,57.81,222.26,1
221.11,222.18,222.09,0
139.91,217.86,224.41,1
216.51,215.29,213.33,0
228.04,225.93,220.04,0
217.89,211.71,193.91,1
210.52,227.07,209.75,0
252.39,211.63,226.26,1
216.6,211.18,220.19,0
216.64,216.34,212.54,0
118.59,216.25,219.01,1
218.83,212.86,219.43,0
220.03,226.15,220.08,0
217.95,214.24,229.17,0
228.8,209.76,210.95,0
209.57,224.18,235.1,1
224.39,222.36,213.77,0
227.41,209.25,211.02,0
263.56,216.66,227.53,1
229.08,214.69,217.19,0
223.71,35.39,224.05,1
218.19,220.31,209.17,0
218.32,229.06,218.79,0
210.93,230.51,213.26,0
214.38,253.52,210.55,1
119.82,225.26,220.96,1
220.8,90.82,230.34,1
193.58,222.64,213.29,1
259.68,221.9,221.06,1
220.98,209.79,228.64,0
224.68,225.88,221.7,0
229.66,216.33,214.98,0
256.19,227.3,216.77,1
228.11,210.07,221.23,0
287.22,220.68,227.37,1
111.95,228.29,216.93,1
229.97,296.66,212.75,1
220.0,217.32,197.95,1
118.41,221.17,228.44,1
191.35,209.05,225.82,1
210.83,212.5,245.24,1
230.93,225.19,97.41,1
78.92,211.71,216.17,1
230.2,292.35,223.54,1
214.92,222.12,211.43,0
214.4,185.92,210.81,1
291.97,229.62,222.27,1
222.67,216.37,224.41,0
218.06,229.51,146.64,1
225.89,227.52,226.19,0
221.86,291.21,213.61,1
295.94,220.11,226.89,1
210.56,220.66,213.87,0
267.31,219.64,224.52,1
222.51,210.89,15.42,1
209.64,227.6,219.88,0
212.92,31.01,218.02,1
32.65,212.15,215.3,1
211.46,102.03,217.59,1
225.08,125.86,209.24,1
214.63,212.4,218.0,0
215.39,210.68,249.88,1
210.44,210.51,213.52,0
218.95,224.91,217.62,0
214.91,217.4,266.99,1
219.88,220.22,221.81,0
81.37,219.34,214.12,1
215.91,216.73,219.48,0
219.26,246.6,209.02,1
258.38,215.46,223.31,1
230.04,156.16,229.01,1
227.92,228.16,222.78,0
214.93,0.13,229.1,1
216.8,220.7,226.66,0
222.87,189.12,229.2,1
159.8,229.44,214.39,1
227.32,27.12,209.74,1
218.89,35.7,212.9,1
283.49,225.4,221.97,1
216.86,216.6,225.42,0
229.66,258.94,211.98,1
211.88,212.11,217.61,0
209.22,215.19,141.59,1
225.88,219.23,224.27,0
217.27,217.81,217.99,0
227.27,216.44,218.48,0
214.55,253.83,221.32,1
216.76,222.94,225.82,0
228.08,215.84,217.27,0
211.26,215.05,213.2,0
190.6,216.96,227.24,1
227.93,229.42,227.16,0
223.53,227.5,226.93,0
213.98,138.21,222.53,1
217.4,227.66,224.11,0
222.93,228.51,215.22,0
227.88,218.25,228.31,0
219.36,219.74,8.55,1
240.05,212.58,220.26,1
221.07,219.27,216.25,0
218.33,226.5,209.45,0
224.19,100.2,220.58,1
212.82,212.28,209.0,0
219.88,212.14,135.51,1
219.91,210.62,104.45,1
225.56,215.03,230.6,0
226.07,210.2,212.18,0
209.2,211.15,222.38,0
269.94,219.54,213.22,1
210.74,223.1,214.84,0
13.61,213.02,218.08,1
227.62,234.22,223.92,1
215.14,221.07,210.57,0
221.96,210.09,209.77,0
212.88,220.24,227.31,0
218.54,210.44,219.45,0
216.83,216.37,227.16,0
212.52,211.14,228.78,0
222.61,221.93,220.87,0
229.55,224.16,213.13,0
218.09,214.42,276.25,1
223.46,220.97,221.22,0
225.21,229.34,218.33,0
217.09,226.4,160.43,1
32.42,209.11,229.38,1
214.02,216.0,229.59,0
273.54,217.09,211.72,1
225.88,226.91,224.33,0
220.0,205.71,220.36,1
226.97,167.95,225.1,1
226.44,209.33,115.3,1
229.63,225.76,227.58,0
212.65,218.04,15.28,1
230.83,190.53,226.86,1
218.37,233.98,229.35,1
229.93,288.11,215.02,1
210.99,227.53,212.06,0
219.66,48.29,225.09,1
214.19,218.7,234.82,1
215.12,278.67,228.76,1
227.39,221.39,209.78,0
49.79,224.04,215.49,1
267.96,211.09,216.41,1
216.51,223.64,217.79,0
222.71,226.7,214.68,0
209.63,229.63,241.63,1
220.7,218.03,212.51,0
218.27,229.94,230.44,0
209.11,215.18,227.24,0
219.29,227.83,240.19,1
228.52,167.25,225.5,1
228.85,225.91,229.73,0
219.7,225.85,241.61,1
211.08,209.77,230.2,0
217.6,225.65,225.96,0
229.94,109.09,225.02,1
225.64,40.97,229.5,1
209.65,41.06,215.97,1
223.33,215.29,224.42,0
230.8,282.46,223.43,1
215.34,226.64,211.25,0
227.16,219.18,279.72,1
212.93,218.91,209.57,0
211.48,221.38,216.35,0
52.78,212.04,228.45,1
216.31,222.1,294.09,1
211.39,222.45,210.88,0
223.5,209.57,226.33,0
209.21,220.36,145.65,1
222.76,212.99,228.57,0
173.48,228.55,226.52,1
271.22,225.11,209.1,1
222.7,214.64,226.54,0
227.39,214.36,229.22,0
278.58,227.26,219.2,1
225.77,221.95,237.38,1
220.62,209.4,214.84,0
220.89,135.67,227.32,1
212.61,298.86,223.27,1
228.65,268.59,230.96,1
209.27,222.95,177.35,1
228.28,229.09,238.48,1
222.41,220.47,121.81,1
209.89,226.94,219.85,0
217.59,210.08,230.21,0
230.94,56.53,221.18,1
287.3,218.05,215.65,1
255.91,221.9,230.97,1
225.53,219.73,224.14,0
224.34,221.36,226.69,0
224.23,215.42,229.54,0
216.71,70.18,224.94,1
217.73,223.55,213.83,0
217.45,227.67,224.62,0
215.79,228.79,225.91,0
150.14,215.67,229.59,1
111.55,229.1,219.52,1
212.4,225.2,214.24,0
225.17,216.46,261.44,1
217.11,222.08,264.4,1
193.11,221.76,211.71,1
212.38,24.68,209.09,1
217.21,256.73,228.78,1
227.18,220.53,223.76,0
221.28,216.71,215.43,0
112.45,228.53,220.0,1
215.81,228.98,13.64,1
217.77,216.27,229.86,0
230.65,213.83,210.18,0
224.25,222.49,216.55,0
209.9,221.13,220.22,0
223.45,98.76,229.49,1
225.88,253.39,216.52,1
209.28,228.21,221.48,0
224.14,213.26,221.02,0
63.61,211.39,218.46,1
0.72,227.24,228.95,1
217.09,222.69,298.28,1
227.84,159.12,220.87,1
266.25,219.38,216.83,1
227.25,220.78,158.02,1
219.02,212.69,211.95,0
222.03,212.1,211.27,0
212.06,211.93,220.58,0
225.32,218.91,222.78,0
213.68,213.13,210.83,0
221.83,224.38,222.59,0
263.74,221.07,222.7,1
215.66,218.09,229.54,0
230.98,230.35,216.1,0
26.75,215.42,209.88,1
210.53,210.46,221.38,0
211.19,196.03,217.71,1
211.68,211.41,125.99,1
216.73,225.25,210.29,0
230.4,229.37,224.59,0
215.06,228.06,210.25,0
215.21,209.62,163.26,1
226.26,217.38,221.95,0
56.14,215.33,230.26,1
38.74,230.84,226.29,1
122.7,211.35,215.44,1
226.77,222.87,259.25,1
215.17,224.85,222.83,0
222.56,291.83,213.21,1
229.15,223.58,211.41,0
213.36,227.85,227.17,0
218.55,225.44,78.84,1
214.86,222.07,226.29,0
226.73,226.85,220.12,0
212.79,227.94,212.76,0
210.65,225.92,219.19,0
217.08,220.16,212.45,0
104.14,212.99,229.67,1
247.08,226.3,223.27,1
216.44,221.01,216.31,0
221.27,224.51,225.43,0
230.95,228.64,214.48,0
215.45,213.06,227.01,0
222.83,209.7,229.54,0
25.98,228.53,213.5,1
230.63,213.97,214.34,0
210.97,218.97,212.94,0
213.05,218.24,216.17,0
223.51,209.4,222.83,0
220.6,222.82,74.79,1
219.52,218.04,143.44,1
228.74,230.84,222.9,0
226.82,188.83,217.28,1
217.06,37.35,223.03,1
224.56,219.99,219.58,0
217.23,225.63,226.89,0
212.34,213.81,215.29,0
227.56,214.38,224.32,0
229.56,230.01,223.52,0
229.73,216.91,227.98,0
214.49,225.14,219.23,0
219.33,219.81,216.2,0
133.48,225.13,211.4,1
223.71,18.26,215.49,1
221.13,216.4,217.44,0
291.04,215.77,227.36,1
224.42,216.16,217.88,0
213.02,220.73,223.35,0
212.62,227.68,223.1,0
223.13,221.84,264.7,1
211.96,226.75,227.91,0
219.62,214.54,222.0,0
226.23,218.6,281.33,1
229.38,210.43,217.04,0
217.89,223.99,214.83,0
216.38,209.5,213.01,0
227.22,219.91,225.5,0
30.91,223.72,219.19,1
239.57,220.63,223.06,1
216.5,224.79,213.64,0
210.65,210.93,277.79,1
225.25,222.0,211.32,0
230.12,227.6,221.62,0
229.4,220.82,213.13,0
224.98,219.85,254.56,1
212.31,271.23,211.96,1
224.6,217.41,5.59,1
218.58,221.53,79.81,1
229.39,79.98,230.99,1
217.56,228.78,221.97,0
298.27,211.92,218.48,1
229.79,226.34,221.16,0
223.8,220.9,209.22,0
228.98,140.39,227.97,1
230.95,227.12,226.32,0
230.44,222.5,209.54,0
160.13,229.92,211.58,1
219.2,97.79,211.19,1
276.39,218.46,225.36,1
212.84,210.54,224.7,0
227.04,227.05,216.73,0
223.58,37.21,211.13,1
216.61,209.83,226.38,0
210.73,224.21,224.07,0
211.69,275.98,218.34,1
259.12,213.23,228.94,1
225.22,222.93,224.1,0
212.42,226.23,224.04,0
209.28,106.09,209.38,1
213.27,220.68,212.06,0
213.9,221.6,213.29,0
224.1,88.64,215.74,1
276.17,210.17,211.72,1
212.05,99.35,212.4,1
217.75,221.38,212.62,0
230.98,219.6,221.94,0
226.59,220.66,217.89,0
212.23,229.3,210.27,0
223.52,219.18,288.41,1
223.45,224.13,211.29,0
224.66,209.26,227.54,0
275.8,223.15,210.01,1
215.0,19.1,225.63,1
276.89,211.22,215.87,1
211.91,221.32,82.04,1
218.72,215.51,218.45,0
211.86,227.96,228.51,0
222.35,228.14,224.5,0
221.78,286.77,217.88,1
215.57,278.37,220.29,1
227.57,271.83,224.37,1
34.74,212.91,215.62,1
219.14,214.65,212.5,0
211.26,230.15,255.37,1
224.99,209.01,222.57,0
223.34,229.44,228.43,0
228.43,226.97,290.97,1
222.23,216.87,234.75,1
223.79,224.97,241.13,1
228.22,216.05,225.05,0
218.2,225.53,210.8,0
274.83,220.91,217.86,1
266.63,213.77,211.28,1
225.73,227.43,219.46,0
220.35,223.6,227.51,0
211.13,230.5,82.25,1
221.15,211.84,229.4,0
219.19,211.78,221.53,0
230.92,248.24,219.32,1
292.3,225.39,212.81,1
220.71,234.36,223.03,1
213.11,227.06,228.78,0
229.15,218.55,291.34,1
222.43,227.59,229.34,0
210.2,225.09,225.94,0
211.95,70.38,225.05,1
224.86,209.5,213.01,0
211.96,219.7,221.74,0
218.58,84.65,220.65,1
215.74,220.72,209.22,0
216.75,229.21,220.97,0
212.45,218.41,287.62,1
227.1,223.3,222.08,0
211.86,225.29,219.2,0
209.68,215.48,226.2,0
229.52,256.07,217.38,1
222.47,184.32,221.23,1
213.03,280.84,230.88,1
297.58,212.32,224.64,1
223.35,217.44,3.35,1
223.44,220.49,220.47,0
209.69,54.93,209.52,1
249.5,222.36,221.97,1
220.36,165.57,229.91,1
228.73,221.01,210.11,0
222.78,210.3,235.95,1
256.95,215.51,221.85,1
214.6,228.05,77.71,1
212.94,293.93,227.59,1
226.46,267.44,222.83,1
230.05,212.91,258.36,1
215.09,222.84,210.62,0
261.36,222.38,224.71,1
218.26,221.2,227.18,0
226.23,223.83,240.66,1
229.49,219.0,217.14,0
221.07,209.67,252.73,1
224.36,249.88,209.56,1
227.02,257.54,217.38,1
244.82,228.27,226.52,1
217.42,255.54,209.37,1
209.13,217.49,217.67,0
220.05,216.4,210.49,0
230.64,220.51,158.19,1
298.9,227.38,218.87,1
227.19,213.23,210.02,0
209.69,227.33,217.59,0
228.68,229.06,225.92,0
211.06,224.99,38.84,1
226.76,213.98,229.94,0
213.06,225.95,47.83,1
222.34,153.39,216.96,1
223.23,248.83,230.17,1
227.58,229.04,217.47,0
210.24,219.47,44.12,1
222.41,223.43,226.03,0
77.47,210.98,219.88,1
217.86,221.31,225.14,0
215.23,217.54,220.83,0
216.28,214.63,229.51,0
222.18,123.48,210.51,1
225.72,222.49,227.28,0
65.44,229.7,224.62,1
215.31,227.46,215.17,0
213.63,210.32,210.07,0
202.65,219.93,214.61,1
209.35,224.73,223.75,0
293.41,213.37,226.03,1
221.59,210.99,241.97,1
209.95,210.91,216.94,0
215.31,211.36,225.34,0
227.83,224.24,217.97,0
209.64,257.49,219.07,1
216.26,230.78,228.17,0
220.19,212.14,226.79,0
212.41,217.47,264.61,1
213.1,172.89,209.98,1
222.69,225.98,227.94,0
215.92,213.14,259.87,1
210.33,230.5,213.08,0
224.81,209.24,222.88,0
228.41,223.26,218.6,0
191.72,221.73,215.91,1
229.56,222.28,283.16,1
225.5,221.67,280.3,1
215.19,110.09,221.21,1
216.38,210.39,227.08,0
226.82,213.05,98.37,1
220.4,212.3,221.46,0
226.82,221.52,212.92,0
224.92,253.1,228.91,1
210.55,210.24,230.56,0
215.15,289.84,215.87,1
210.14,222.48,66.83,1
214.08,212.18,228.16,0
223.94,228.68,146.54,1
221.87,225.18,214.92,0
249.02,228.75,219.47,1
221.36,229.3,218.79,0
209.26,217.94,230.05,0
219.96,211.99,218.63,0
221.5,226.28,216.77,0
229.15,149.01,228.39,1
217.56,229.27,228.85,0
229.48,211.66,198.74,1
213.46,249.16,230.86,1
28.24,211.27,217.62,1
217.88,229.95,218.15,0
212.76,142.65,210.41,1
212.21,211.82,216.71,0
224.69,229.25,215.04,0
219.06,34.36,213.38,1
223.01,227.33,41.65,1
226.05,211.61,296.13,1
211.58,220.76,209.79,0
226.55,222.35,225.39,0
264.31,226.76,210.08,1
224.57,219.42,281.05,1
24.16,230.93,213.95,1
213.6,216.66,221.27,0
215.82,214.92,221.35,0
222.87,216.94,211.49,0
283.23,225.51,222.8,1
220.99,293.11,222.47,1
294.14,215.69,209.39,1
54.46,230.22,225.63,1
209.44,216.17,211.25,0
299.48,211.25,215.25,1
227.54,213.41,211.51,0
230.04,51.03,230.72,1
240.84,211.25,225.66,1
217.93,221.83,229.38,0
230.86,226.21,212.27,0
222.26,210.54,229.06,0
220.86,229.45,253.6,1
217.71,211.97,216.41,0
213.75,230.94,63.13,1
229.94,219.02,219.24,0
213.84,222.51,222.54,0
212.23,218.96,227.52,0
229.39,225.07,221.68,0
220.16,138.69,230.36,1
210.62,228.76,224.33,0
230.58,223.24,222.36,0
229.19,209.4,222.83,0
12.6,218.27,212.09,1
226.67,217.16,167.4,1
212.92,267.4,212.43,1
221.51,258.15,222.45,1
223.37,229.79,215.25,0
218.88,215.95,209.11,0
220.45,213.11,213.95,0
214.76,222.19,217.95,0
51.43,213.22,220.37,1
131.42,220.29,226.29,1
210.09,218.41,214.71,0
222.88,209.11,209.56,0
218.24,213.32,210.61,0
210.67,230.87,259.85,1
229.98,273.75,211.52,1
225.19,228.47,255.47,1
215.65,222.21,230.95,0
229.83,216.22,191.88,1
227.4,212.87,215.26,0
223.43,216.09,230.24,0
229.01,222.06,212.59,0
224.76,220.99,218.04,0
228.41,216.16,255.83,1
219.41,216.64,229.5,0
212.82,91.88,214.58,1
219.26,220.64,220.47,0
217.32,218.34,158.56,1
215.49,218.17,212.21,0
223.99,226.98,213.73,0
230.59,221.54,212.84,0
216.26,229.91,216.77,0
215.9,210.36,217.33,0
225.11,230.38,242.04,1
90.98,224.15,222.74,1
227.26,83.39,215.3,1
46.35,215.33,228.13,1
212.44,225.06,220.08,0
291.86,223.27,214.96,1
212.29,251.88,209.01,1
220.3,230.6,230.95,0
223.96,219.92,220.81,0
96.03,226.4,213.73,1
225.0,228.95,228.69,0
219.06,211.67,224.42,0
217.71,211.22,221.21,0
217.29,228.94,224.95,0
215.9,218.78,255.99,1
225.08,288.6,230.5,1
227.63,109.85,210.2,1
262.67,224.19,221.96,1
218.06,32.19,219.22,1
219.17,226.69,218.87,0
224.39,210.12,209.34,0
216.09,212.1,213.46,0
219.9,218.72,252.97,1
215.35,213.85,209.9,0
227.97,220.29,212.39,0
0.12,226.4,218.27,1
214.64,212.26,215.63,0
223.54,230.47,243.2,1
220.53,219.06,290.85,1
214.97,218.67,88.95,1
218.24,221.35,222.65,0
213.97,1.9,216.09,1
225.92,222.34,227.2,0
226.9,237.0,221.69,1
213.14,225.88,216.56,0
213.72,222.05,214.58,0
212.75,221.12,221.37,0
211.49,215.02,215.05,0
228.94,223.07,223.97,0
219.93,226.72,229.37,0
292.01,213.63,219.47,1
210.39,210.62,212.35,0
217.14,222.93,35.24,1
224.06,229.89,235.8,1
210.19,218.95,227.86,0
225.36,277.2,227.68,1
221.49,211.08,217.24,0
224.65,214.82,224.34,0
216.64,222.48,223.18,0
230.62,220.95,228.47,0
229.66,220.62,217.79,0
257.12,223.19,222.02,1
229.15,229.42,209.03,0
223.23,227.88,230.2,0
219.22,213.15,210.71,0
221.47,278.02,229.69,1
225.3,226.52,217.39,0
214.85,216.02,221.3,0
209.69,209.15,289.36,1
220.22,226.28,212.52,0
216.54,90.51,212.56,1
209.72,58.81,209.07,1
209.61,230.61,129.76,1
17.51,219.57,224.14,1
215.59,226.59,206.51,1
223.97,222.88,218.18,0
215.27,211.94,296.9,1
227.64,214.8,219.37,0
210.48,227.62,229.52,0
288.13,217.89,226.39,1
149.21,212.13,225.22,1
228.48,209.69,222.29,0
242.57,229.05,217.88,1
222.41,209.08,230.49,0
228.37,210.09,229.62,0
215.03,217.34,209.64,0
218.22,220.31,210.52,0
274.34,214.31,228.04,1
63.53,214.24,213.05,1
209.92,224.13,216.57,0
230.24,222.03,214.54,0
213.62,224.97,209.47,0
230.6,209.66,209.03,0
221.25,190.34,228.22,1
211.45,230.85,215.67,0
223.01,230.2,209.65,0
215.94,228.61,201.34,1
218.89,211.14,236.74,1
22.91,226.27,209.67,1
216.22,228.78,212.74,0
215.5,230.0,213.33,0
216.35,213.99,223.38,0
288.52,216.46,222.74,1
228.43,226.34,230.93,0
212.69,219.16,211.57,0
135.07,214.97,214.62,1
227.79,228.86,220.55,0
229.39,270.02,214.69,1
223.8,211.72,209.97,0
213.62,217.82,223.75,0
212.37,230.7,220.81,0
228.83,224.85,215.08,0
182.74,209.95,217.43,1
228.22,233.71,215.55,1
210.86,230.11,214.26,0
213.7,218.32,226.41,0
218.94,217.1,219.27,0
209.5,217.31,224.32,0
226.49,215.51,224.23,0
224.06,225.38,215.74,0
213.42,237.24,225.38,1
219.64,227.72,109.19,1
211.25,230.34,256.23,1
264.7,214.84,218.52,1
209.51,271.6,230.64,1
197.53,218.63,214.09,1
220.65,217.56,271.24,1
220.82,286.18,225.31,1
214.35,287.02,218.86,1
223.94,223.98,218.21,0
225.38,215.8,223.18,0
210.15,214.62,214.75,0
263.62,230.34,230.48,1
255.2,228.45,224.44,1
218.53,229.32,230.89,0
223.39,230.53,17.82,1
293.39,229.82,215.82,1
222.25,222.53,189.64,1
226.08,213.72,223.6,0
219.39,278.11,228.61,1
209.91,286.11,211.04,1
214.86,227.46,212.63,0
226.17,225.65,217.34,0
230.33,210.79,235.39,1
221.01,239.36,213.99,1
229.81,225.6,227.43,0
222.7,224.0,211.23,0
292.82,223.12,221.33,1
227.89,212.92,274.32,1
222.81,101.47,221.6,1
212.93,230.81,227.15,0
224.34,221.36,217.2,0
228.36,211.69,115.26,1
227.46,211.87,217.27,0
225.92,225.5,221.75,0
212.36,227.48,225.61,0
257.07,223.79,209.54,1
211.22,215.63,222.9,0
211.37,213.27,218.98,0
225.37,227.01,229.54,0
217.86,210.36,221.71,0
216.1,100.25,230.71,1
209.62,211.99,223.31,0
217.7,220.15,210.53,0
209.13,214.98,12.88,1
215.88,219.19,209.92,0
209.56,230.47,214.78,0
228.36,99.52,221.75,1
224.63,214.92,209.31,0
228.7,224.12,94.55,1
209.05,239.78,228.62,1
209.38,209.03,227.11,0
209.69,226.1,124.2,1
220.81,226.27,218.23,0
230.37,227.04,221.59,0
213.01,82.65,227.32,1
214.84,217.7,219.86,0
226.61,218.24,223.04,0
229.02,230.35,216.36,0
210.19,212.5,209.1,0
215.83,225.44,216.73,0
212.24,197.64,219.84,1
230.78,212.13,129.1,1
209.05,211.2,219.98,0
219.72,260.56,220.92,1
256.25,218.68,229.06,1
224.91,145.56,225.47,1
223.27,221.32,222.69,0
217.64,225.32,218.49,0
210.4,221.72,226.04,0
219.03,262.29,217.44,1
89.23,212.02,230.92,1
213.48,222.87,223.71,0
218.94,212.82,211.3,0
227.92,86.94,222.5,1
104.95,214.56,223.07,1
228.96,291.5,216.3,1
214.07,182.18,220.96,1
225.56,212.34,210.57,0
262.88,224.88,221.36,1
213.4,223.39,211.65,0
268.86,209.88,220.52,1
230.17,280.85,218.45,1
230.91,217.06,214.99,0
218.93,38.83,220.44,1
229.89,225.64,228.99,0
222.33,210.31,222.46,0
226.68,224.09,230.52,0
228.18,227.2,258.76,1
229.36,247.63,222.35,1
216.72,224.81,246.9,1
224.27,220.74,215.75,0
61.39,217.89,222.22,1
248.51,218.87,215.68,1
216.05,225.92,228.18,0
213.42,226.91,212.38,0
271.15,211.73,228.7,1
250.68,209.8,215.59,1
211.54,216.22,229.38,0
212.77,215.27,221.99,0
209.15,213.12,276.34,1
215.28,228.98,219.55,0
220.33,227.74,245.68,1
212.19,220.69,184.22,1
228.73,209.07,246.97,1
129.54,219.8,224.47,1
223.28,223.92,211.36,0
214.83,257.76,211.3,1
224.56,223.67,230.63,0
224.81,211.07,214.53,0
237.7,213.29,209.82,1
226.98,240.27,223.47,1
219.99,220.88,213.94,0
227.34,214.37,224.92,0
217.86,94.74,220.93,1
219.07,225.45,209.1,0
219.42,216.59,214.05,0
211.79,216.78,210.57,0
226.88,28.68,222.63,1
228.29,292.02,222.8,1
216.49,269.97,214.37,1
222.71,214.81,217.38,0
215.89,224.99,225.41,0
48.66,217.31,230.05,1
219.82,223.34,221.93,0
221.78,210.49,227.16,0
279.42,224.21,229.88,1
215.77,243.67,222.44,1
223.87,220.05,217.66,0
228.43,223.46,276.85,1
225.92,226.32,217.05,0
222.78,215.59,228.85,0
213.09,223.78,130.54,1
271.0,224.82,230.01,1
212.22,228.98,227.62,0
222.08,219.53,228.83,0
222.86,218.99,226.64,0
212.85,212.52,228.53,0
209.51,218.04,169.54,1
215.1,215.31,214.53,0
217.09,227.66,226.56,0
62.31,225.05,226.78,1
214.16,223.87,216.91,0
224.19,213.31,214.37,0
220.91,97.68,213.82,1
215.94,218.95,210.54,0
186.76,221.3,221.65,1
226.72,178.24,217.99,1
220.63,209.08,211.75,0
213.69,222.67,229.06,0
212.12,223.16,266.39,1
225.76,209.4,219.49,0
221.26,165.43,225.63,1
226.31,228.02,224.28,0
217.28,291.32,228.98,1
227.5,230.85,217.32,0
44.15,209.11,217.01,1
212.09,229.96,90.4,1
225.0,94.51,218.31,1
229.88,289.93,229.9,1
209.53,265.13,218.13,1
230.88,130.79,223.34,1
209.34,228.58,15.77,1
199.02,218.92,214.66,1
219.94,222.45,209.03,0
222.19,216.02,219.09,0
222.32,230.41,227.44,0
214.29,228.79,222.79,0
217.53,222.93,228.66,0
14.26,212.72,228.72,1
266.15,211.71,221.28,1
212.67,229.21,59.93,1
217.63,228.63,21.53,1
209.43,225.93,40.09,1
223.92,226.47,213.05,0
228.11,225.33,217.0,0
225.0,225.37,226.98,0
226.29,221.66,219.62,0
209.56,230.91,216.11,0
218.48,86.94,228.65,1
237.98,225.34,212.27,1
218.8,211.3,218.17,0
225.89,262.48,220.32,1
220.98,229.17,194.94,1
68.38,220.88,228.54,1
225.57,230.29,225.11,0
217.05,280.21,224.94,1
222.4,212.92,225.12,0
214.68,215.59,221.01,0
219.68,217.84,213.21,0
226.91,228.15,211.4,0
228.69,286.88,215.91,1
229.12,228.74,225.87,0
215.72,209.26,13.69,1
230.52,285.08,216.69,1
209.03,209.57,215.12,0
78.14,214.65,228.56,1
228.75,217.54,235.96,1
213.09,226.05,281.49,1
220.68,226.47,230.93,0
220.7,223.44,212.03,0
227.24,150.55,219.46,1
225.22,224.3,114.75,1
239.9,219.59,213.37,1
224.07,177.02,223.33,1
229.66,221.72,230.2,0
217.01,246.76,227.25,1
221.37,211.67,210.91,0
209.17,210.05,211.04,0
224.55,212.41,227.84,0
221.04,202.48,213.57,1
224.21,289.77,218.67,1
213.71,217.88,230.17,0
229.81,78.14,226.87,1
299.04,215.33,226.06,1
5.6,215.8,217.39,1
217.47,213.31,212.23,0
256.66,212.42,225.31,1
223.73,222.89,211.79,0
219.51,219.12,219.73,0
17.5,213.33,210.02,1
223.44,220.58,138.33,1
262.21,221.0,227.48,1
222.03,225.02,212.79,0
228.84,218.64,274.97,1
210.71,209.24,230.55,0
211.93,274.95,209.48,1
230.11,216.51,230.47,0
223.85,226.84,209.34,0
216.33,228.03,259.88,1
213.8,294.57,230.1,1
215.39,228.89,227.66,0
230.07,236.5,211.66,1
282.4,212.31,217.13,1
230.63,209.59,215.43,0
209.37,220.88,215.24,0
224.81,227.56,212.03,0
216.15,230.09,155.13,1
224.29,103.37,211.92,1
230.35,209.35,213.1,0
212.56,224.33,209.53,0
218.46,216.09,247.87,1
212.8,212.46,218.75,0
219.95,230.98,139.22,1
211.61,229.26,290.8,1
219.62,212.18,214.23,0
226.42,134.19,220.13,1
222.46,229.35,230.04,0
217.43,222.92,212.19,0
226.12,215.23,39.9,1
238.55,220.41,227.36,1
222.51,222.65,230.3,0
217.6,211.41,246.79,1
222.9,219.29,216.53,0
224.26,225.18,214.01,0
225.26,228.76,116.78,1
211.22,217.56,211.21,0
226.49,256.32,210.06,1
209.6,211.79,216.43,0
219.26,219.3,227.92,0
223.02,219.42,221.99,0
225.63,212.57,229.85,0
194.55,223.02,226.94,1
212.4,216.09,170.3,1
217.86,212.87,216.69,0
279.61,222.64,230.15,1
222.49,226.92,226.81,0
220.02,211.68,214.22,0
223.13,131.16,217.23,1
212.62,229.75,77.97,1
224.87,217.13,215.47,0
222.8,216.89,214.47,0
225.26,115.54,217.64,1
230.78,230.13,31.26,1
225.78,209.53,210.73,0
226.16,223.12,217.64,0
24.89,221.17,216.37,1
219.5,216.32,222.25,0
224.16,221.77,214.9,0
274.37,228.99,215.32,1
210.63,214.89,59.83,1
249.44,230.48,230.7,1
212.31,227.55,221.52,0
214.23,223.98,216.58,0
225.89,223.61,219.67,0
210.89,202.03,215.27,1
222.3,271.56,227.99,1
229.74,216.02,223.35,0
223.89,240.73,227.99,1
226.51,217.58,218.13,0
261.44,218.9,219.61,1
220.65,224.51,225.75,0
229.51,225.94,209.64,0
225.14,218.62,227.88,0
239.66,211.32,221.34,1
215.73,216.71,226.66,0
218.73,229.19,169.34,1
226.14,209.48,223.3,0
225.23,221.4,222.77,0
230.97,223.75,218.24,0
229.05,212.08,214.75,0
230.21,222.45,244.57,1
265.13,222.73,227.91,1
180.3,227.15,222.53,1
213.98,194.55,214.12,1
214.31,214.34,210.33,0
220.04,265.2,217.07,1
217.82,229.71,214.81,0
228.24,220.5,210.84,0
210.7,209.64,212.36,0
214.77,229.41,220.16,0
222.43,210.66,226.32,0
220.46,211.71,221.44,0
